fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.brine_concentrator.capital_a_parameter[default],fs.costing.brine_concentrator.capital_b_parameter[default],fs.costing.brine_concentrator.capital_c_parameter[default],fs.costing.brine_concentrator.capital_d_parameter[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.elec_coeff_1,fs.unit.elec_coeff_2,fs.unit.elec_coeff_3,fs.unit.elec_coeff_4,fs.unit.electricity[0.0],fs.unit.electricity_intensity,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[BrineConcentratorZO],fs.costing.LCOW_aggregate_indirect_capex[BrineConcentratorZO],fs.costing.LCOW_aggregate_fixed_opex[BrineConcentratorZO],fs.costing.LCOW_aggregate_variable_opex[BrineConcentratorZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.properties_in[0.0].flow_vol,fs.unit.properties_in[0.0].conc_mass_comp[H2O],fs.unit.properties_in[0.0].conc_mass_comp[tds],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.properties_in[0.0].dens_mass,flow_mgd,tds,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,27946364.78820359,0.0,0.0,2340.794274114519,1603555.0036742913,29385602.574796077,2019955.8390185249,15100000.0,302.0,-18800000.0,80800.0,25.12520576587301,1.193447273878968,24.120197535238088,0.023868945477579385,1.0050082306349186,1.1695783284013888,0.96,0.98,9.73,0.00011,10.4,3.83e-05,2340.794274114519,24.70569564165678,27946364.78820359,1.0515,0.014900000000000002,27946364.78820359,416400.83534423355,416400.83534423355,1603555.0036742913,3931531.4572076797,41919.54718230539,1397318.2394101797,27946.36478820359,25151.728309383234,223570.91830562873,83839.09436461078,55892.72957640718,4.733628042113062,2.1888428375322464,0.11272540613291068,0.5013534019500653,1.93070639649784,2.1888428375322464,0.11272540613291068,0.5013534019500653,1.93070639649784,1.9307063964978397,24.705695641656785,24.705695641656785,0.026318653039751977,954.6539379474941,45.34606205250598,1.0,27946364.78820359,1000.0,0.573469387755102,47500.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,33248260.140477177,0.0,0.0,2487.4616211339676,1704029.086676583,34960545.537711754,2199428.162769693,15100000.0,302.0,-18800000.0,80800.0,25.12520576587301,1.5075123459523807,24.120197535238088,0.030150246919047642,1.0050082306349195,1.4773620990333332,0.96,0.98,9.73,0.00011,10.4,3.83e-05,2487.4616211339676,25.944087213512883,33248260.140477177,1.0515,0.014900000000000002,33248260.140477177,495399.07609310996,495399.07609310996,1704029.086676583,4473661.821187202,49872.39021071576,1662413.0070238588,33248.26014047718,29923.434126429464,265986.0811238174,99744.78042143153,66496.52028095436,5.322843430581125,2.5733943685065603,0.1325298099780884,0.5894347456505756,2.027484506445901,2.5733943685065603,0.1325298099780884,0.5894347456505756,2.027484506445901,2.027484506445901,25.944087213512883,25.944087213512883,0.02663271811182539,943.3962264150944,56.60377358490566,1.0,33248260.140477177,1000.0,0.573469387755102,60000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11652856.727837296,0.0,0.0,1965.0656713589105,1346163.1057040088,12252978.849320918,1519790.6709487846,15100000.0,302.0,-18800000.0,80800.0,25.974634430555547,0.2597463443055555,24.935649053333325,0.005194926886111114,1.038985377222221,0.2545514174194443,0.96,0.98,9.73,0.00011,10.4,3.83e-05,1965.0656713589105,20.80672610731233,11652856.727837296,1.0515,0.014900000000000002,11652856.727837296,173627.56524477573,173627.56524477573,1346163.1057040088,2316864.529105386,17479.285091755944,582642.8363918648,11652.856727837296,10487.571055053568,93222.85382269837,34958.57018351189,23305.71345567459,2.7985035088707564,0.9156183837354702,0.0471543467623767,0.20972195157297832,1.6260088267999313,0.9156183837354702,0.0471543467623767,0.20972195157297832,1.6260088267999313,1.6260088267999309,20.80672610731233,20.80672610731233,0.0262343807748611,990.09900990099,9.900990099009903,1.0,11652856.727837296,1000.0,0.5928571428571429,10000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,17347532.406526603,0.0,0.0,2116.6914975410837,1450033.9819059116,18240930.325462725,1708512.214763158,15100000.0,302.0,-18800000.0,80800.0,25.974634430555547,0.5844292746874998,24.935649053333325,0.011688585493750007,1.0389853772222195,0.5727406891937498,0.96,0.98,9.73,0.00011,10.4,3.83e-05,2116.6914975410837,22.138199861014193,17347532.406526603,1.0515,0.014900000000000002,17347532.406526603,258478.23285724642,258478.23285724642,1450033.9819059116,2895110.9096338446,26021.298609789905,867376.6203263302,17347.532406526603,15612.779165873944,138780.25925221283,52042.59721957981,34695.064813053206,3.454207940233974,1.346411652462602,0.06934020010182423,0.3083949431236357,1.7300611445459126,1.346411652462602,0.06934020010182423,0.3083949431236357,1.7300611445459126,1.7300611445459124,22.138199861014193,22.138199861014193,0.02655906370524305,977.9951100244498,22.004889975550125,1.0,17347532.406526603,1000.0,0.5928571428571429,22500.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,22908119.959266752,0.0,0.0,2268.3174283764984,1553904.929800244,24087888.137168992,1895235.9171933187,15100000.0,302.0,-18800000.0,80800.0,25.974634430555547,0.9091122050694442,24.935649053333325,0.0181822441013889,1.0389853772222202,0.8909299609680553,0.96,0.98,9.73,0.00011,10.4,3.83e-05,2268.3174283764984,23.437513494271148,22908119.959266752,1.0515,0.014900000000000002,22908119.959266752,341330.98739307467,341330.98739307467,1553904.929800244,3462187.6085693315,34362.17993890013,1145405.9979633377,22908.11995926675,20617.307963340078,183264.959674134,68724.35987780026,45816.2399185335,4.080908307014229,1.756517858597394,0.09046066971776583,0.40232957291109006,1.8316002057879794,1.756517858597394,0.09046066971776583,0.40232957291109006,1.8316002057879794,1.831600205787979,23.437513494271148,23.437513494271148,0.02688374663562499,966.183574879227,33.81642512077295,1.0,22908119.959266752,1000.0,0.5928571428571429,35000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,28339419.676962864,0.0,0.0,2419.9434638651546,1657775.9493870065,29798899.790326454,2080033.302573753,15100000.0,302.0,-18800000.0,80800.0,25.974634430555547,1.2337951354513885,24.935649053333325,0.02467590270902779,1.0389853772222195,1.209119232742361,0.96,0.98,9.73,0.00011,10.4,3.83e-05,2419.9434638651546,24.70581832404422,28339419.676962864,1.0515,0.014900000000000002,28339419.676962864,422257.3531867467,422257.3531867467,1657775.9493870065,4018494.4977478413,42509.1295154443,1416970.9838481434,28339.419676962865,25505.47770926658,226715.35741570292,85018.2590308886,56678.83935392573,4.680108648531372,2.1470412670778587,0.11057262525450977,0.491778772289678,1.930715983909326,2.1470412670778587,0.11057262525450977,0.491778772289678,1.930715983909326,1.9307159839093258,24.70581832404422,24.70581832404422,0.027208429566006935,954.6539379474941,45.34606205250597,1.0,28339419.676962864,1000.0,0.5928571428571429,47500.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,33646005.42170375,0.0,0.0,2571.5696040070525,1761647.0406661986,35378774.7009215,2262972.5214495845,15100000.0,302.0,-18800000.0,80800.0,25.974634430555547,1.558478065833333,24.935649053333325,0.031169561316666688,1.038985377222221,1.5273085045166663,0.96,0.98,9.73,0.00011,10.4,3.83e-05,2571.5696040070525,25.94421135989063,33646005.42170375,1.0515,0.014900000000000002,33646005.42170375,501325.4807833859,501325.4807833859,1761647.0406661986,4564412.587126311,50469.008132555624,1682300.2710851876,33646.00542170375,30281.404879533377,269168.04337363,100938.01626511125,67292.0108434075,5.253220350561078,2.5190171025469885,0.12972938078117047,0.5769796589672801,2.027494208265639,2.5190171025469885,0.12972938078117047,0.5769796589672801,2.027494208265639,2.0274942082656384,25.94421135989063,25.94421135989063,0.02753311249638888,943.3962264150942,56.60377358490567,1.0,33646005.42170375,1000.0,0.5928571428571429,60000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12031840.439194694,0.0,0.0,2029.3392528246773,1390193.5548140595,12651480.221813222,1569467.9773580604,15100000.0,302.0,-18800000.0,80800.0,26.82406309523809,0.26824063095238093,25.751100571428562,0.005364812619047623,1.0729625238095257,0.2628758183333333,0.96,0.98,9.73,0.00011,10.4,3.83e-05,2029.3392528246773,20.806844397728856,12031840.439194694,1.0515,0.014900000000000002,12031840.439194694,179274.42254400096,179274.42254400096,1390193.5548140595,2392464.921676746,18047.76065879204,601592.0219597347,12031.840439194695,10828.656395275226,96254.72351355756,36095.52131758408,24063.68087838939,2.7983090436413343,0.9154593040490362,0.047146154158525425,0.20968551444711106,1.6260180709866618,0.9154593040490362,0.047146154158525425,0.20968551444711106,1.6260180709866618,1.6260180709866618,20.806844397728856,20.806844397728856,0.02709230372619047,990.09900990099,9.900990099009903,1.0,12031840.439194694,1000.0,0.6122448979591837,10000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,17731206.510351293,0.0,0.0,2185.9238701288773,1497461.4379224791,18644363.645634387,1761656.4149267133,15100000.0,302.0,-18800000.0,80800.0,26.82406309523809,0.603541419642857,25.751100571428562,0.012070828392857152,1.0729625238095257,0.5914705912499999,0.96,0.98,9.73,0.00011,10.4,3.83e-05,2185.9238701288773,22.13831961542103,17731206.510351293,1.0515,0.014900000000000002,17731206.510351293,264194.9770042343,264194.9770042343,1497461.4379224791,2974499.026233767,26596.80976552694,886560.3255175647,17731.206510351294,15958.085859316165,141849.65208281035,53193.61953105388,35462.41302070259,3.4365446058149254,1.3326107859331422,0.06862945547555684,0.3052338612653309,1.7300705031408954,1.3326107859331422,0.06862945547555684,0.3052338612653309,1.7300705031408954,1.7300705031408954,22.13831961542103,22.13831961542103,0.027427604514880945,977.9951100244499,22.004889975550125,1.0,17731206.510351293,1000.0,0.6122448979591837,22500.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,23296484.45555874,0.0,0.0,2342.508599043029,1604729.3974890045,24496253.405020017,1951847.0158768296,15100000.0,302.0,-18800000.0,80800.0,26.82406309523809,0.9388422083333331,25.751100571428562,0.018776844166666678,1.0729625238095253,0.9200653641666664,0.96,0.98,9.73,0.00011,10.4,3.83e-05,2342.508599043029,23.437634712668284,23296484.45555874,1.0515,0.014900000000000002,23296484.45555874,347117.61838782526,347117.61838782526,1604729.3974890045,3545363.453963493,34944.72668333811,1164824.222777937,23296.48445555874,20966.836010002866,186371.87564446992,69889.45336667621,46592.96891111748,4.0466149789947226,1.7297302955403322,0.08908111022032719,0.39619389444284925,1.8316096787912137,1.7297302955403322,0.08908111022032719,0.39619389444284925,1.8316096787912137,1.8316096787912137,23.437634712668284,23.437634712668284,0.027762905303571422,966.183574879227,33.81642512077295,1.0,23296484.45555874,1000.0,0.6122448979591837,35000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,28732474.565722145,0.0,0.0,2499.093439567132,1711997.4335136355,30212197.00585684,2140111.3045428954,15100000.0,302.0,-18800000.0,80800.0,26.82406309523809,1.2741429970238092,25.751100571428562,0.025482859940476207,1.0729625238095257,1.248660137083333,0.96,0.98,9.73,0.00011,10.4,3.83e-05,2499.093439567132,24.70594100643166,28732474.565722145,1.0515,0.014900000000000002,28732474.565722145,428113.87102926,428113.87102926,1711997.4335136355,4105458.0767019177,43098.71184858322,1436623.7282861073,28732.474565722147,25859.22710914993,229859.79652577717,86197.42369716644,57464.94913144429,4.629979423745917,2.107887129418916,0.10855618716507451,0.4828105358411152,1.9307255713208122,2.107887129418916,0.10855618716507451,0.4828105358411152,1.9307255713208122,1.930725571320812,24.70594100643166,24.70594100643166,0.028098206092261897,954.6539379474941,45.346062052505964,1.0,28732474.565722145,1000.0,0.6122448979591837,47500.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,34043750.702930324,0.0,0.0,2655.678391701187,1819265.5459963728,35797003.86413124,2326517.4314700346,15100000.0,302.0,-18800000.0,80800.0,26.82406309523809,1.6094437857142854,25.751100571428562,0.03218887571428573,1.0729625238095257,1.5772549099999997,0.96,0.98,9.73,0.00011,10.4,3.83e-05,2655.678391701187,25.944335506268374,34043750.702930324,1.0515,0.014900000000000002,34043750.702930324,507251.8854736619,507251.8854736619,1819265.5459963728,4655163.904405978,51065.626054395485,1702187.5351465163,34043.75070293032,30639.375632637293,272350.0056234426,102131.25210879097,68087.50140586065,5.188007346724217,2.46808373009819,0.12710631210005735,0.5653133944405934,2.0275039100853762,2.46808373009819,0.12710631210005735,0.5653133944405934,2.0275039100853762,2.0275039100853762,25.944335506268374,25.944335506268374,0.02843350688095237,943.3962264150944,56.60377358490567,1.0,34043750.702930324,1000.0,0.6122448979591837,60000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12410824.150552087,0.0,0.0,2093.6135649756993,1434224.5044781363,13049981.59430552,1619145.7843213624,15100000.0,302.0,-18800000.0,80800.0,27.673491759920626,0.27673491759920626,26.5665520895238,0.00553469835198413,1.1069396703968275,0.27120021924722215,0.96,0.98,9.73,0.00011,10.4,3.83e-05,2093.6135649756993,20.806962688145386,12410824.150552087,1.0515,0.014900000000000002,12410824.150552087,184921.2798432261,184921.2798432261,1434224.5044781363,2468065.814802132,18616.236225828132,620541.2075276043,12410.824150552087,11169.741735496878,99286.5932044167,37232.472451656264,24821.648301104175,2.7981270839980423,0.9153099901591845,0.04713846449319815,0.20965131417226632,1.6260273151733933,0.9153099901591845,0.04713846449319815,0.20965131417226632,1.6260273151733933,1.6260273151733937,20.806962688145386,20.806962688145386,0.027950226677519834,990.09900990099,9.900990099009901,1.0,12410824.150552087,1000.0,0.6316326530612245,10000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,18114880.614175983,0.0,0.0,2255.1569916001145,1544889.4069596934,19047796.96580605,1814801.1281109157,15100000.0,302.0,-18800000.0,80800.0,27.673491759920626,0.6226535645982142,26.5665520895238,0.012453071291964294,1.1069396703968275,0.6102004933062499,0.96,0.98,9.73,0.00011,10.4,3.83e-05,2255.1569916001145,22.13843936982786,18114880.614175983,1.0515,0.014900000000000002,18114880.614175983,269911.7211512222,269911.7211512222,1544889.4069596934,3053887.655854337,27172.320921263974,905744.0307087991,18114.88061417598,16303.392552758385,144919.04491340785,54344.64184252795,36229.76122835196,3.419966186314347,1.3196571454588026,0.06796234299112842,0.30226683612853766,1.7300798617358781,1.3196571454588026,0.06796234299112842,0.30226683612853766,1.7300798617358781,1.7300798617358781,22.138439369827864,22.138439369827864,0.02829614532451884,977.9951100244499,22.004889975550128,1.0,18114880.614175983,1000.0,0.6316326530612245,22500.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,23684848.95185072,0.0,0.0,2416.700537015032,1655554.3908183745,24904618.672871035,2008458.6402009502,15100000.0,302.0,-18800000.0,80800.0,27.673491759920626,0.9685722115972221,26.5665520895238,0.019371444231944458,1.1069396703968273,0.9492007673652776,0.96,0.98,9.73,0.00011,10.4,3.83e-05,2416.700537015032,23.43775593106542,23684848.95185072,1.0515,0.014900000000000002,23684848.95185072,352904.24938257574,352904.24938257574,1655554.3908183745,3628539.824998264,35527.27342777608,1184242.447592536,23684.84895185072,21316.36405666565,189478.79161480576,71054.54685555217,47369.69790370144,4.014427477209245,1.7045872032363696,0.08778624096667344,0.390434881211754,1.8316191517944485,1.7045872032363696,0.08778624096667344,0.390434881211754,1.8316191517944485,1.8316191517944482,23.43775593106542,23.43775593106542,0.02864206397151785,966.183574879227,33.81642512077295,1.0,23684848.95185072,1000.0,0.6316326530612245,35000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,29125529.45448142,0.0,0.0,2578.2442012204506,1766219.456054178,30625494.221387215,2200189.844925951,15100000.0,302.0,-18800000.0,80800.0,27.673491759920626,1.31449085859623,26.5665520895238,0.026289817171924624,1.1069396703968273,1.2882010414243055,0.96,0.98,9.73,0.00011,10.4,3.83e-05,2578.2442012204506,24.7060636888191,29125529.45448142,1.0515,0.014900000000000002,29125529.45448142,433970.3888717732,433970.3888717732,1766219.456054178,4192422.194069907,43688.29418172213,1456276.472724071,29125.52945448142,26212.97650903328,233004.23563585136,87376.58836344426,58251.05890896284,4.5829281874313565,2.0711366383367737,0.10666353687434396,0.47439285348794075,1.930735158732298,2.0711366383367737,0.10666353687434396,0.47439285348794075,1.930735158732298,1.9307351587322978,24.706063688819103,24.706063688819103,0.028987982618516855,954.653937947494,45.34606205250598,1.0,29125529.45448142,1000.0,0.6316326530612245,47500.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,34441495.98415689,0.0,0.0,2739.787984216372,1876884.6026671056,36215233.02734097,2390062.892831043,15100000.0,302.0,-18800000.0,80800.0,27.673491759920626,1.6604095055952377,26.5665520895238,0.03320819011190478,1.1069396703968273,1.627201315483333,0.96,0.98,9.73,0.00011,10.4,3.83e-05,2739.787984216372,25.944459652646117,34441495.98415689,1.0515,0.014900000000000002,34441495.98415689,513178.2901639377,513178.2901639377,1876884.6026671056,4745915.773026202,51662.24397623534,1722074.7992078448,34441.49598415689,30997.346385741206,275531.96787325514,103324.48795247068,68882.99196831379,5.12679832158679,2.420277123647863,0.12464427186786554,0.5543633141659485,2.027513611905114,2.420277123647863,0.12464427186786554,0.5543633141659485,2.027513611905114,2.0275136119051145,25.944459652646117,25.944459652646117,0.029333901265515862,943.3962264150944,56.60377358490567,1.0,34441495.98415689,1000.0,0.6316326530612245,60000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12789807.86190948,0.0,0.0,2157.888607811977,1478255.9546962385,13448482.96679782,1668824.09183869,15100000.0,302.0,-18800000.0,80800.0,28.522920424603164,0.2852292042460317,27.382003607619037,0.0057045840849206395,1.1409168169841246,0.27952462016111107,0.96,0.98,9.73,0.00011,10.4,3.83e-05,2157.888607811977,20.807080978561917,12789807.86190948,1.0515,0.014900000000000002,12789807.86190948,190568.13714245128,190568.13714245128,1478255.9546962385,2543667.2084815437,19184.711792864222,639490.3930954741,12789.807861909481,11510.827075718535,102318.46289527585,38369.423585728444,25579.615723818963,2.797956512670645,0.915169569573117,0.047131232833015756,0.20961915090438726,1.626036559360125,0.915169569573117,0.047131232833015756,0.20961915090438726,1.626036559360125,1.626036559360125,20.807080978561917,20.807080978561917,0.028808149628849197,990.09900990099,9.900990099009903,1.0,12789807.86190948,1000.0,0.6510204081632653,10000.0,default,BrineConcentratorZO,brine_concentrator
